,loss,val_loss,my_iou_metric_2,val_my_iou_metric_2
0,0.18021513944491743,0.49104921966791154,0.9098750000000004,0.7795000000000001
1,0.17714885506778955,0.4286597913503647,0.9056249999999997,0.794375
2,0.22122856562025844,0.4959586989879608,0.8811874999999997,0.7419999999999999
3,0.21096251524053514,0.40526454523205757,0.8847812500000001,0.792625
4,0.18420844469219447,0.39530611261725423,0.89359375,0.798875
5,0.16847857122309506,0.33705138340592383,0.9034999999999996,0.8121249999999999
6,0.1582110566366464,0.36574753507971763,0.9078124999999996,0.8002499999999999
7,0.22378165615722537,0.46657501846551896,0.8749062499999997,0.75375
8,0.22171861454844474,0.3556187246739864,0.8697812500000001,0.8071249999999998
9,0.1817710233014077,0.3520441500842571,0.8919687500000002,0.8063749999999998
10,0.17867686272598804,0.3675139406323433,0.89365625,0.7979999999999999
11,0.16999067976139487,0.33210945785045626,0.8970625000000005,0.8181249999999999
12,0.15155442864634097,0.3622259449958801,0.9090937499999997,0.8074999999999999
13,0.14428925472311677,0.3404120571911335,0.9125312500000003,0.8115000000000002
14,0.13653831637464464,0.34787067010998723,0.9172499999999996,0.8081250000000001
15,0.13585959332063793,0.3412288465350866,0.9187187499999995,0.8144999999999999
16,0.13583108256570994,0.3479610016942024,0.9183437500000002,0.8106250000000002
17,0.1341112565342337,0.3300729341804981,0.9189374999999995,0.817625
18,0.12804197466932238,0.34224011331796644,0.9241249999999998,0.811
19,0.12604325778316705,0.34665169462561607,0.9243750000000002,0.80825
20,0.1245293219620362,0.35309303894639016,0.9252812500000006,0.8078750000000001
21,0.12301007967907936,0.34842709757387635,0.9259374999999999,0.807375
22,0.12144339910475538,0.33790465399622915,0.9277812500000002,0.8122500000000002
23,0.11817864523734897,0.3338224673271179,0.9302812500000001,0.815125
24,0.11830325432121754,0.3240926469862461,0.9296562500000001,0.8201249999999999
25,0.11558214378077537,0.34422330975532534,0.9313749999999997,0.8109999999999999
26,0.11611395356711,0.33674178838729857,0.931625,0.8132500000000001
27,0.11399155660532415,0.3309326458722353,0.9314062499999999,0.819375
28,0.11099135316442699,0.33433062173426153,0.9345937499999998,0.815125
29,0.11305218475172296,0.3373504244536161,0.9339687500000002,0.8147500000000002
30,0.11164177522994578,0.3425168887525797,0.9342187500000001,0.8098750000000001
31,0.1106599782477133,0.33048369534313676,0.9356562499999994,0.8176249999999999
32,0.11016126844566315,0.34591386988759043,0.9353125000000004,0.810875
33,0.10926718380767853,0.33935771077871324,0.935312500000001,0.811625
34,0.10756643181433902,0.3417787554115057,0.9353125,0.8095
35,0.10973078447859734,0.3404435506463051,0.9360624999999999,0.8115000000000001
36,0.10769516274333,0.34027801141142844,0.9379687499999997,0.811
37,0.10716214916436001,0.3424615678191185,0.9369375000000002,0.8103750000000001
38,0.10813777642324567,0.33965089425444606,0.9365625000000004,0.8127500000000001
39,0.10621341778896749,0.3442150416970253,0.9380312499999998,0.80875
40,0.10648665281012654,0.34078609995543957,0.93709375,0.810875
41,0.10730080201290548,0.3417591045796871,0.9369062500000002,0.810125
42,0.10549910806585103,0.34021122798323633,0.9388437500000006,0.8115000000000001
43,0.10564833430107683,0.34066262394189833,0.9385625000000002,0.8111250000000001
44,0.10703491067513823,0.33538894504308703,0.9378437499999995,0.8141250000000001
