,loss,val_loss,my_iou_metric_2,val_my_iou_metric_2
0,0.24217087140772492,0.3809537935256958,0.8793124999999995,0.8192499999999999
1,0.22695796951651573,0.39550785899162294,0.8780624999999993,0.8021250000000001
2,0.24411796113476159,0.3677860662341118,0.8681562500000001,0.8153750000000001
3,0.23945011524483562,0.354003389775753,0.8696875000000007,0.8171249999999999
4,0.2694937057979405,0.3694673765450716,0.8529999999999999,0.8072499999999999
5,0.2594788416475058,0.3654626196622848,0.8515937500000001,0.8013749999999998
6,0.24004015492275357,0.3326990034431219,0.8594375000000005,0.8227500000000001
7,0.21666945552453398,0.33221434861421584,0.8729687500000003,0.8214999999999998
8,0.21727478538639844,0.3437609376013279,0.8727187500000007,0.8162500000000001
9,0.21165184635668993,0.3505012597888708,0.8747812499999997,0.8177500000000001
10,0.22321963247843088,0.34467921882867814,0.8667812499999995,0.8140000000000001
11,0.23744228904135525,0.3538925971090794,0.8584999999999998,0.8064999999999999
12,0.22337757512927056,0.33070786818861964,0.8661875000000001,0.821125
13,0.20103918281383812,0.33042598091065883,0.8787187499999998,0.8219999999999998
14,0.21194714676588775,0.3416202728450298,0.8736562500000002,0.8144999999999999
15,0.19840529163368045,0.3386970622465014,0.8793437499999998,0.8193749999999999
16,0.20492831681855023,0.3342917200922966,0.8781562500000006,0.8191250000000001
17,0.20314141504466535,0.31582736156880853,0.8770625000000004,0.8292499999999999
18,0.19602966350503265,0.3369102047383785,0.8838749999999999,0.814625
19,0.20539323465898632,0.3302081113308668,0.87746875,0.8227499999999999
20,0.19352078796364366,0.3208416453748941,0.8827499999999998,0.8217500000000001
21,0.18818766412325202,0.32830646183341744,0.8858437500000005,0.82375
22,0.20077585730701686,0.3306438545137644,0.8775312499999995,0.818875
23,0.18553736086003483,0.3212059747800231,0.8890312499999999,0.82875
24,0.19089346513152122,0.31047562837600706,0.8835625000000005,0.8339999999999997
25,0.18699319251812996,0.32148127883672717,0.88703125,0.8266249999999999
26,0.1967650508414954,0.316582824960351,0.8799062499999999,0.8270000000000001
27,0.18987300944514574,0.3205066516622901,0.8840625000000004,0.8271249999999998
28,0.18924233906902374,0.32440259378403424,0.8841562500000001,0.82625
29,0.18318520940840244,0.33202074088156225,0.8859999999999998,0.8180000000000001
30,0.19075195341370998,0.32977997630834577,0.8846874999999998,0.8226249999999999
31,0.18467606362421066,0.32040817841887476,0.8869999999999998,0.828
32,0.1874950269656256,0.33282043155282737,0.8855312500000002,0.8186249999999998
33,0.19047189340926707,0.3269743779301643,0.8862187500000002,0.8225
34,0.1943301369342953,0.33014149613678456,0.8815937500000001,0.8201249999999999
35,0.17802895926404744,0.33771217431873085,0.8920937499999994,0.8143749999999998
36,0.18100843633525074,0.3304310016706586,0.8869375000000005,0.818875
37,0.19163692461326717,0.32780600488185885,0.8825937499999996,0.8232499999999999
38,0.19194013510830701,0.3292869382351637,0.8817500000000003,0.82175
39,0.18376191835850478,0.3233976498991251,0.8877812500000001,0.823375
40,0.18529336871579288,0.3262280223891139,0.8867187499999999,0.8221249999999999
41,0.18530310912057757,0.33240270871669053,0.8864687500000004,0.8192499999999999
42,0.1828851698199287,0.3273194422572851,0.8880312500000003,0.822625
43,0.1773235156480223,0.3114350063726306,0.8912187499999998,0.8308749999999999
44,0.18581432017963379,0.32753307968378065,0.8855624999999999,0.8221249999999999
